"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"46",3363.58371710965,0,24,16,1,15,0,1,0,0,0,0,1,0,0,3363.58371710965,3317.09652736967
"47",3315.36679309236,0,17,10,1,14,0,0,1,0,0,0,1,0,0,3315.36679309236,3111.4950429889
"48",3270.47315121554,0,23,13,2,15,1,1,0,0,0,0,1,0,0,3270.47315121554,3317.9424692198
"49",3346.13745695014,0,25,14,1,15,1,1,0,0,0,0,1,0,0,3346.13745695014,3174.10486275684
"50",3326.7888737036,0,31,16,1,15,1,1,0,0,0,0,1,0,0,3326.7888737036,3195.14915547644
"51",3141.61682807991,1,29,17,2,14,0,1,0,0,0,0,1,0,0,3242.080443208,3141.61682807991
"52",3205.48872313629,0,33,16,2,15,1,0,1,0,0,0,1,0,0,3205.48872313629,3096.7667891919
"53",3294.52188620702,0,29,14,1,15,0,1,0,0,0,0,1,0,0,3294.52188620702,3122.12054707056
"54",3341.58811682377,0,23,12,3,15,0,1,0,0,0,0,1,1,0,3341.58811682377,3196.0984975504
"55",3191.3189980776,1,19,12,1,15,1,1,0,0,0,0,1,0,0,3365.29301649206,3191.3189980776
"56",3337.12014411807,0,23,14,1,15,1,0,0,0,0,0,1,0,0,3337.12014411807,3216.73489234665
"57",3016.14363426049,1,29,12,2,14,0,1,0,0,0,0,1,0,0,3265.71903944207,3016.14363426049
"58",3361.88838278464,0,18,12,2,15,1,0,0,0,0,0,1,0,0,3361.88838278464,3260.64853221197
"59",3030.27228804666,1,24,11,1,15,0,0,0,0,0,0,1,0,0,3291.88780439305,3030.27228804666
"60",3192.24518842175,0,26,14,2,14,1,1,0,0,0,0,1,0,0,3192.24518842175,3151.06402535565
"61",3265.94820262339,0,33,17,1,14,0,1,0,0,0,0,1,0,0,3265.94820262339,3107.08513801413
"62",3312.56663283161,0,24,12,3,14,0,0,1,0,0,0,1,0,0,3312.56663283161,3105.40592351062
"63",3256.32672224661,0,16,10,2,12,0,0,0,0,0,0,1,0,0,3256.32672224661,3035.8742269197
"64",2417.94010164425,0,38,12,2,15,1,1,0,0,1,0,1,2,0,2417.94010164425,2640.93761873675
"65",3347.25457443003,0,28,17,2,15,1,1,0,0,0,0,1,0,0,3347.25457443003,3220.43126561687
"66",3295.64011606305,0,21,12,2,13,0,1,0,0,0,0,1,1,0,3295.64011606305,3059.60473020825
"67",3331.28287071552,0,32,17,1,15,1,1,0,0,0,0,1,0,0,3331.28287071552,3245.55648892699
"68",3261.9421797862,0,26,12,1,15,1,1,1,0,0,0,1,0,0,3261.9421797862,3045.43237290603
"69",3303.58442297841,0,20,13,1,13,0,1,0,0,0,0,1,0,0,3303.58442297841,3190.96753259459
"70",3322.68498138456,0,29,17,2,14,1,1,0,0,0,0,1,1,0,3322.68498138456,3184.68067860242
"71",3262.53562014386,0,31,16,1,15,1,1,0,0,0,0,1,0,0,3262.53562014386,3323.8080283083
"72",3317.33500919035,0,17,10,1,15,0,0,0,0,0,0,1,0,0,3317.33500919035,3181.3440780474
"73",3217.01777523442,0,34,17,2,12,1,1,0,0,0,0,1,0,0,3217.01777523442,2947.65077842986
"74",3186.6283801818,0,19,12,5,9,1,0,1,0,0,0,1,0,0,3186.6283801818,2974.14251790776
"75",3121.40271205142,0,40,12,2,15,1,1,0,0,0,0,1,1,0,3121.40271205142,2751.40245145094
"76",3286.95492426603,0,28,17,1,15,0,1,0,0,0,0,1,0,0,3286.95492426603,3216.76965612584
"77",3396.46513670422,0,25,16,1,15,0,1,0,0,0,0,1,1,0,3396.46513670422,3299.62690258395
"78",3286.74589049258,0,31,16,1,15,0,1,0,0,0,0,1,0,0,3286.74589049258,3150.76051082521
"79",3187.91265192016,0,32,14,1,15,0,1,0,0,0,0,1,1,0,3187.91265192016,2929.37730092361
"80",2903.08832109201,0,21,13,2,14,0,1,0,0,1,0,1,0,0,2903.08832109201,3000.33422722819
"81",3299.94393049537,0,28,17,1,15,1,1,0,0,0,0,1,0,0,3299.94393049537,3213.75560491826
"82",2927.71022528186,1,36,14,1,15,1,1,0,0,0,0,1,0,0,3201.1704308719,2927.71022528186
"83",3353.20073872058,0,28,17,2,15,1,1,0,0,0,0,1,0,0,3353.20073872058,3186.17956875139
"84",3024.61175179311,1,25,12,2,14,0,0,1,0,0,0,1,2,0,3248.33731854428,3024.61175179311
"85",3179.81241005675,1,19,10,2,15,1,0,1,0,0,0,1,0,0,3336.0520966447,3179.81241005675
"86",3271.4623075028,0,32,14,1,15,1,1,0,0,0,0,1,2,0,3271.4623075028,2994.96127962922
"87",3272.30599990176,0,33,16,1,16,0,1,0,0,0,0,1,0,0,3272.30599990176,3084.13451608449
"88",3138.32266369805,0,38,17,1,15,1,1,0,0,0,0,1,0,0,3138.32266369805,2886.25194058615
"89",3299.11783012304,0,31,17,1,13,1,1,0,0,0,0,1,0,0,3299.11783012304,2963.57541111158
"90",3367.34521832395,0,17,11,3,14,1,0,0,0,0,0,1,0,0,3367.34521832395,3105.5403643335
"91",3137.36337042856,0,31,17,2,14,0,1,0,0,0,0,1,0,0,3137.36337042856,3170.09534724909
"92",3375.15739485935,0,32,16,1,15,1,1,0,0,0,0,1,0,0,3375.15739485935,3105.52797760313
"93",3387.52212502942,0,25,16,1,15,0,1,0,0,0,0,1,0,0,3387.52212502942,3260.7964870337
"94",3422.59580034004,0,29,16,1,15,1,1,0,0,0,0,1,0,0,3422.59580034004,3267.78208588223
"95",3096.88891442811,1,31,14,2,15,1,1,0,0,0,0,1,0,0,3365.37374436801,3096.88891442811
"96",3396.6811392552,0,23,14,1,15,0,1,0,0,0,0,1,1,0,3396.6811392552,3239.66685010806
"97",3297.41109311791,0,18,9,2,14,0,1,0,0,0,0,1,0,0,3297.41109311791,3057.27565336628
"98",3364.26081742305,0,21,12,1,15,0,1,0,0,0,0,1,0,0,3364.26081742305,3126.49133459316
"99",3286.04880276572,0,37,16,2,16,0,1,0,0,0,0,1,2,0,3286.04880276572,3100.74360777827
"100",3309.44370500273,0,24,13,1,15,1,1,0,0,0,0,1,0,0,3309.44370500273,3054.90689523146
"101",3343.8038532615,0,25,13,2,15,1,1,0,0,0,0,1,0,0,3343.8038532615,3141.25789810754
"102",3399.63315119162,0,23,16,1,15,1,1,0,0,0,0,1,0,0,3399.63315119162,3230.54958964555
"103",3332.19043718886,0,31,14,2,15,1,1,0,0,0,0,1,0,0,3332.19043718886,3008.13605152756
"104",3099.95867914132,1,29,14,1,15,0,1,0,0,0,0,1,3,0,3349.4934454384,3099.95867914132
"105",3327.93017085232,0,26,16,2,15,1,1,0,0,0,0,1,0,0,3327.93017085232,3211.03677109765
"106",3325.39138058198,0,27,16,2,15,0,1,0,0,0,0,1,0,0,3325.39138058198,3206.47627070132
"107",3234.50112609375,0,34,16,1,15,0,1,0,0,0,0,1,0,0,3234.50112609375,3190.25322727956
"108",3292.81267188602,0,28,16,1,15,1,1,0,0,0,0,1,0,0,3292.81267188602,3177.14528980141
"109",3227.41241102473,0,33,17,1,15,1,1,0,0,0,0,1,0,0,3227.41241102473,3226.05409995602
"110",3327.46746263657,0,32,17,1,15,0,1,0,0,0,0,1,0,0,3327.46746263657,3026.3999140845
"111",3245.22381989945,0,27,16,2,12,1,1,0,0,0,0,1,0,0,3245.22381989945,3109.76325284827
"112",3256.27161377882,0,23,17,5,10,1,0,0,0,0,0,1,0,0,3256.27161377882,3113.5945909334
"113",3154.93958854677,0,31,12,3,12,0,1,0,0,0,0,1,0,0,3154.93958854677,2887.39586186665
"114",3380.50548899266,0,23,16,2,15,0,1,0,0,0,0,1,0,0,3380.50548899266,3297.43673199142
"115",3339.51071036594,0,30,17,1,15,0,1,0,0,0,0,1,0,0,3339.51071036594,3160.24553326823
"116",3234.29489851179,0,32,12,1,14,0,1,0,0,0,0,1,0,0,3234.29489851179,2999.76308231206
"117",3300.87979448886,0,31,16,1,15,0,1,0,0,0,0,1,0,0,3300.87979448886,3114.38599222358
"118",3317.37124514325,0,36,17,1,15,0,1,0,0,0,0,1,1,0,3317.37124514325,3084.77471707213
"119",3345.3705493622,0,19,11,2,15,0,1,0,0,0,0,1,0,0,3345.3705493622,3152.43772706368
"120",3284.74898840945,0,32,16,1,15,1,1,0,0,0,0,1,0,0,3284.74898840945,3156.96138679738
"121",3311.91627280827,0,30,14,1,15,0,1,0,0,0,0,1,3,0,3311.91627280827,3112.32154227286
"122",3302.63752744867,0,22,12,1,15,0,1,0,0,0,0,1,0,0,3302.63752744867,3137.05185064399
"123",3310.1179212517,0,40,17,2,15,0,1,0,0,0,0,1,0,0,3310.1179212517,2956.61883344178
"124",3376.78205979968,0,17,11,1,14,0,0,0,0,0,0,1,0,0,3376.78205979968,3151.0797321119
"125",3271.49162682207,0,36,16,2,15,1,1,0,0,0,0,1,0,0,3271.49162682207,3095.87101301056
"126",3304.98855503515,0,29,17,2,15,0,1,0,0,0,0,1,0,0,3304.98855503515,3288.20231640316
"127",3229.45405032642,0,32,17,3,12,1,1,0,0,0,0,1,0,0,3229.45405032642,3024.34718051
"128",3303.73247331499,0,34,16,1,15,0,1,0,0,0,0,1,0,0,3303.73247331499,3003.12283867787
"129",3337.45129321625,0,15,7,1,15,0,0,1,0,0,0,1,0,0,3337.45129321625,3081.52042652707
"130",3341.414132705,0,26,14,1,15,0,1,0,0,0,0,1,0,0,3341.414132705,3124.07607835977
"131",3015.44057876958,1,18,11,5,10,1,0,0,0,0,0,1,0,0,3240.65534371527,3015.44057876958
"132",3353.56164811314,0,28,17,1,15,1,1,0,0,0,0,1,0,0,3353.56164811314,3104.78901909772
"133",3113.48293881983,1,18,10,1,15,1,0,0,0,0,0,1,0,0,3347.49878065412,3113.48293881983
"134",3207.42842972286,0,36,14,1,15,0,1,0,0,0,0,1,0,0,3207.42842972286,3045.71218724944
"135",3387.40774166838,0,25,16,1,15,0,1,0,0,0,0,1,1,0,3387.40774166838,3271.67699284412
"136",3295.68219449815,0,31,17,1,15,1,1,0,0,0,0,1,0,0,3295.68219449815,3189.95434125556
"137",3311.59876443464,0,32,16,1,15,0,1,0,0,0,0,1,1,0,3311.59876443464,3015.33924992041
"138",3379.59761016808,0,26,16,1,15,1,1,0,0,0,0,1,0,0,3379.59761016808,3314.9850657527
"139",3317.02475482391,0,29,16,1,15,1,1,0,0,0,0,1,0,0,3317.02475482391,3158.0727234101
"140",3324.27060712973,0,25,16,1,15,0,1,0,0,0,0,1,1,0,3324.27060712973,3264.56838143641
"141",3420.84422082351,0,20,12,2,19,1,1,0,0,0,0,1,1,0,3420.84422082351,3286.60628725962
"142",3196.08058600836,1,18,12,1,15,0,0,0,0,0,0,1,0,0,3350.44854248839,3196.08058600836
"143",3336.24065443671,0,23,12,2,15,0,1,0,0,0,0,1,0,0,3336.24065443671,3154.0620796513
"144",3253.59725157393,0,34,14,1,15,0,1,0,0,0,0,1,0,0,3253.59725157393,2986.02310645816
"145",3303.89593005854,0,26,12,2,15,0,1,0,0,0,0,1,0,0,3303.89593005854,3184.54562647557
"146",3248.0059588652,0,35,17,2,15,0,1,0,0,0,0,1,0,0,3248.0059588652,3007.66349854812
"147",3342.47855713415,0,21,14,1,15,0,1,0,0,0,0,1,0,0,3342.47855713415,3184.97628432895
"148",3346.7208656807,0,21,13,1,14,0,0,0,0,0,0,1,1,0,3346.7208656807,3160.02428690871
"149",3199.22457359062,0,35,16,1,15,1,1,0,0,0,0,1,0,0,3199.22457359062,3056.44743194736
"150",3334.41314688088,0,33,16,2,17,1,1,0,0,0,0,1,0,0,3334.41314688088,3232.1227965279
"151",3391.00233600473,0,20,12,2,15,1,0,0,0,0,0,1,0,0,3391.00233600473,3130.16652270365
"152",3371.94737719741,0,23,12,1,15,1,1,0,0,0,0,1,0,0,3371.94737719741,3069.08995865078
"153",3424.11589415378,0,29,17,1,15,0,1,0,0,0,0,1,0,0,3424.11589415378,3127.33511592385
"154",3345.26169722378,0,28,17,1,15,0,1,0,0,0,0,1,1,0,3345.26169722378,3154.44437366791
"155",2996.02057943827,0,41,12,1,15,0,1,0,0,0,0,1,0,0,2996.02057943827,2868.49191501549
"156",3282.99593435244,0,33,17,1,15,1,1,0,0,0,0,1,0,0,3282.99593435244,3198.50858339581
"157",3128.46929366185,0,44,17,1,15,0,1,0,0,0,0,1,0,0,3128.46929366185,2956.86668826768
"158",3239.30292716051,0,26,12,2,15,1,0,0,0,0,0,1,0,0,3239.30292716051,2962.39324170487
"159",3299.81668140667,0,29,16,1,14,1,1,0,0,0,0,1,0,0,3299.81668140667,3127.46951532523
"160",3344.34055929318,0,25,14,1,15,1,1,0,0,0,0,1,0,0,3344.34055929318,3198.10093063008
"161",3012.73969230103,1,18,9,1,13,0,0,1,0,0,0,1,0,0,3283.4073996189,3012.73969230103
"162",3241.19256014111,0,29,15,1,12,1,1,0,0,0,0,1,0,0,3241.19256014111,3010.0266078841
"163",3154.06524860893,0,39,17,1,15,1,1,0,0,0,0,1,0,0,3154.06524860893,2960.9264055014
"164",3333.7879404563,0,30,17,1,15,0,1,0,0,0,0,1,2,0,3333.7879404563,3250.36994650152
"165",3123.62051770668,0,34,12,2,15,0,1,0,0,0,0,1,3,0,3123.62051770668,2877.96676472533
"166",3321.19674169032,0,23,12,3,12,1,0,0,0,0,0,1,0,0,3321.19674169032,3038.41518362129
"167",3374.73050351495,0,22,13,1,16,0,1,0,0,0,0,1,0,0,3374.73050351495,3228.53207263686
"168",3169.56959175991,0,23,14,3,10,1,1,0,0,0,0,0,1,0,3169.56959175991,3019.64994019472
"169",2898.96200213233,1,17,10,5,8,0,0,0,0,0,0,1,0,0,3167.17829307543,2898.96200213233
"170",3164.47581765547,0,31,16,2,10,0,1,0,0,0,0,1,0,0,3164.47581765547,3025.74413171345
"171",3020.1851455657,1,20,12,2,10,1,1,0,0,0,0,1,1,0,3215.5695911714,3020.1851455657
"172",3351.61466991245,0,18,12,2,14,1,1,0,0,0,0,1,1,0,3351.61466991245,3163.61229381032
"173",3217.78071770151,0,35,14,1,12,0,1,0,0,0,0,0,1,0,3217.78071770151,2895.60041912307
"174",3294.1503851169,0,23,16,2,13,0,1,0,0,0,0,1,0,0,3294.1503851169,3115.52165557528
"175",3319.15201909043,0,21,12,2,15,1,1,0,0,0,0,1,0,0,3319.15201909043,3260.53338409155
"176",3335.68698784463,0,28,16,2,17,0,1,0,0,0,0,1,0,0,3335.68698784463,3283.3905265665
"177",3235.34137069692,0,15,8,4,11,1,0,1,0,0,0,1,0,0,3235.34137069692,3012.03057321089
"178",3206.34158704299,0,25,16,2,10,1,1,0,0,0,0,0,0,0,3206.34158704299,3216.404090883
"179",3064.00691033059,1,22,12,3,12,1,1,0,0,0,0,1,1,0,3245.25862329279,3064.00691033059
"180",3249.41480985033,0,31,13,3,13,1,1,0,1,0,0,1,2,0,3249.41480985033,2866.42856165576
"181",3405.0004088477,0,23,12,1,18,1,0,0,0,0,0,1,0,0,3405.0004088477,3268.10132372881
"182",3364.09465614478,0,30,12,2,18,0,1,0,0,0,0,1,1,0,3364.09465614478,3104.42421910018
"183",3215.32399187951,0,31,16,2,12,1,1,0,0,0,0,0,1,0,3215.32399187951,3032.97956704666
"184",3144.70789200344,0,31,12,1,12,1,1,0,0,0,0,0,0,0,3144.70789200344,2919.65067949075
"185",3284.07121659757,0,23,14,2,12,1,1,0,0,0,0,0,0,0,3284.07121659757,3094.21158378863
"186",3127.19678303645,1,24,13,2,15,0,1,0,0,0,0,1,0,0,3287.76456241561,3127.19678303645
"187",3018.49843778452,0,40,13,3,14,1,1,0,0,0,1,1,1,0,3018.49843778452,2823.72606099713
"188",3295.74216918846,0,20,8,2,15,0,0,0,0,0,0,1,0,0,3295.74216918846,3138.66171853345
"189",3300.89166331944,0,25,13,3,14,0,1,0,0,0,0,1,0,0,3300.89166331944,3085.9010858927
"190",3301.10364723652,0,32,17,1,15,1,1,0,0,0,0,1,0,0,3301.10364723652,3069.13155670355
"191",3250.02299726849,0,31,13,2,14,1,1,0,0,0,0,1,0,0,3250.02299726849,2984.60507544952
"192",2912.25308687736,1,21,12,6,9,0,1,1,0,0,0,1,3,0,3199.78145322509,2912.25308687736
"193",3307.83615599759,0,29,16,1,15,0,0,1,0,0,0,1,0,0,3307.83615599759,3150.49122671003
"194",3364.32103572322,0,23,16,1,15,1,1,0,0,0,0,1,0,0,3364.32103572322,3204.31663625645
"195",3298.51528113331,0,26,17,2,13,1,1,0,0,0,0,1,0,0,3298.51528113331,3161.95067921628
"196",3275.90573867362,0,22,13,3,12,1,1,0,0,0,0,1,0,0,3275.90573867362,3074.44212167461
"197",3344.40982414648,0,15,11,2,15,1,0,0,0,0,0,1,0,0,3344.40982414648,3179.6401024762
"198",3437.40741051287,0,24,12,3,18,0,0,0,0,0,0,1,0,0,3437.40741051287,3189.87228981717
"199",3183.2569039268,1,20,12,2,15,0,0,1,0,0,0,1,0,0,3404.23838407138,3183.2569039268
"200",3241.06026581556,0,28,14,1,15,1,1,0,0,0,0,1,1,0,3241.06026581556,2995.06280063671
"201",3170.02672021222,1,23,11,3,16,0,0,1,0,0,0,1,0,0,3322.43393185648,3170.02672021222
"202",3319.2543651946,0,25,14,1,15,1,1,0,0,0,0,1,0,0,3319.2543651946,3159.43863629652
"203",3188.1473105931,0,29,13,1,15,0,1,0,0,0,0,1,1,0,3188.1473105931,3126.04908600977
"204",3110.90934018716,0,29,12,4,11,1,1,0,0,0,0,0,0,0,3110.90934018716,2885.47179896731
"205",3181.37469152862,1,18,12,2,15,1,1,0,0,0,0,1,0,0,3336.84735743833,3181.37469152862
"206",3346.26725144968,0,20,12,1,15,1,0,1,0,0,0,1,0,0,3346.26725144968,3144.77609987845
"207",3057.6290163334,1,19,12,1,12,0,0,0,0,0,0,1,0,0,3267.9693260479,3057.6290163334
"208",3391.4256799837,0,23,14,1,15,1,1,0,0,0,0,1,3,0,3391.4256799837,3178.20330637408
"209",3152.2743415815,0,33,17,2,14,1,1,0,0,0,0,1,0,0,3152.2743415815,3104.553906288
"210",3117.70187843259,1,20,12,1,14,1,0,0,0,0,0,1,0,0,3271.29616231052,3117.70187843259
"211",3275.24034539621,0,25,12,2,13,0,1,0,0,0,0,1,1,0,3275.24034539621,3030.75928419258
"212",3222.4156995519,0,29,13,2,14,1,0,0,0,0,0,0,0,0,3222.4156995519,3048.38859913198
"213",3330.1267452712,0,19,12,1,15,1,1,0,0,0,0,1,0,0,3330.1267452712,3165.06562374034
"214",3015.92793914656,1,18,12,2,11,0,1,1,0,0,0,1,0,0,3259.01070840148,3015.92793914656
"215",3299.21944823838,0,20,15,3,12,0,1,0,0,0,0,1,0,0,3299.21944823838,3129.10990553136
"216",2698.203181703,0,31,14,3,19,0,1,0,0,1,0,1,1,0,2698.203181703,2989.45410558037
"217",3345.43452640313,0,27,14,2,15,1,1,0,0,0,0,1,0,0,3345.43452640313,3246.94744327214
"218",3173.50905694187,1,28,15,2,15,0,1,0,0,0,0,1,2,0,3240.25144604807,3173.50905694187
"219",3179.62591803413,0,38,16,2,15,1,1,0,0,0,0,1,0,0,3179.62591803413,2901.59363327185
"220",3290.64265886733,0,25,12,2,14,0,1,0,0,0,0,1,0,0,3290.64265886733,3051.2566554111
"221",3332.68592561033,0,19,12,2,14,0,1,0,0,0,0,1,0,0,3332.68592561033,3147.65869432157
"222",3383.30682733304,0,17,12,1,15,0,0,0,0,0,0,1,0,0,3383.30682733304,3169.87484531779
"223",3331.67961361442,0,28,16,2,10,0,1,0,0,0,0,1,0,0,3331.67961361442,3027.21439895526
"224",3294.24507897287,0,27,16,1,15,0,1,0,0,0,0,1,0,0,3294.24507897287,3208.82161289116
"225",2796.46682504133,0,28,16,1,14,0,1,0,0,1,0,1,0,0,2796.46682504133,3099.61275390899
"226",3328.47015263039,0,26,14,2,15,1,1,0,0,0,0,1,0,0,3328.47015263039,3102.0283466459
"227",3298.3820473771,0,30,15,1,14,1,1,0,0,0,0,1,0,0,3298.3820473771,2801.85970230966
"228",3237.29437671851,0,36,16,2,15,0,0,1,0,0,0,1,0,0,3237.29437671851,3046.53917257712
"229",3292.73408888372,0,31,17,1,15,0,1,0,0,0,0,1,0,0,3292.73408888372,3091.75228925731
"230",3295.22003257801,0,27,14,1,15,1,1,0,0,0,0,1,0,0,3295.22003257801,3105.14933898136
"231",3140.38224357425,1,20,12,1,15,1,0,0,0,0,0,1,0,0,3364.45042608368,3140.38224357425
"232",3198.77585193166,0,36,13,2,15,0,1,0,0,0,0,1,0,0,3198.77585193166,2966.06275036096
"233",3371.72820648773,0,27,16,2,15,1,1,0,0,0,0,1,0,0,3371.72820648773,3206.66498845755
"234",3394.24603467732,0,18,11,1,15,1,0,0,0,0,0,1,0,0,3394.24603467732,3095.67141759053
"235",3161.63438074942,1,19,12,2,15,0,1,0,0,0,0,1,0,0,3357.37823360694,3161.63438074942
"236",3048.72165515438,1,34,15,1,15,1,0,0,0,0,0,1,0,0,3196.85503945243,3048.72165515438
"237",3272.07393156677,0,25,12,4,13,1,1,0,0,0,0,1,0,0,3272.07393156677,3039.7853673771
"238",3360.41828126605,0,24,14,1,17,0,1,0,0,0,0,1,1,0,3360.41828126605,3294.05204641194
"239",2780.12325280117,1,40,12,1,15,0,1,0,0,0,0,1,0,0,3159.76090699425,2780.12325280117
"240",3306.17807535981,0,21,13,2,15,1,1,0,0,0,0,1,0,0,3306.17807535981,3212.16409049485
"241",3198.64528620222,1,20,12,3,15,0,1,0,0,0,0,1,0,0,3340.23911581876,3198.64528620222
"242",3251.4007637902,0,37,16,1,15,1,1,0,0,0,0,1,1,0,3251.4007637902,3112.32663529296
"243",3355.98934919035,0,20,12,1,15,1,1,0,0,0,0,1,0,0,3355.98934919035,3162.37222662457
"244",3296.05459025161,0,23,12,2,15,1,1,0,0,0,0,1,1,0,3296.05459025161,3159.30980150856
"245",3327.9979970168,0,25,12,2,15,0,1,0,0,0,0,1,1,0,3327.9979970168,3074.47853551939
"246",3193.69689244877,0,34,14,1,12,0,1,0,0,0,0,1,1,0,3193.69689244877,2848.68581902715
"247",3387.13728859954,0,19,12,2,15,0,0,1,0,0,0,1,0,0,3387.13728859954,3185.35182973446
"248",3446.85197186663,0,18,12,4,19,1,0,1,0,0,0,1,0,0,3446.85197186663,3321.93214823681
"249",3338.38789127998,0,21,12,2,15,0,1,0,0,0,0,1,0,0,3338.38789127998,3115.47941646257
"250",3044.63740771655,1,17,11,2,12,0,0,0,1,0,0,1,0,0,3303.90388352401,3044.63740771655
"251",3202.47518742481,0,31,12,1,15,0,1,0,0,0,0,1,0,0,3202.47518742481,2982.14505013633
"252",3092.31942559827,1,21,11,3,13,1,0,0,0,0,0,1,0,0,3286.55953085781,3092.31942559827
